Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Salmonella infection	74/249	2.40037100546162e-12	7.58517237725873e-10	2.88742879791631	77.254306121612	DYNC1LI1;MAPK11;MYL5;MYL9;PFN1;RALA;ACTB;RILP;S100A10;NCKAP1L;MYLPF;TXN;RHOA;ANXA2;TUBB;IL18;RHOG;TUBB2A;TUBB2B;RAB7A;RAB7B;RAB5C;ARPC1B;RIPK2;DYNC1I1;DYNLL1;RAB9A;ARF6;WASL;TUBA1C;TUBA1B;RAC1;ELMO1;ARL8A;ARL8B;PYCARD;PAK1;TUBB6;TUBB3;FLNB;PAK3;MAP2K1;M6PR;ARPC5;TNFRSF10B;TRAF2;NFKB1;MYD88;ARPC3;ARPC4;ARPC2;TRAF6;RAB5A;BIRC2;RAB5B;BIRC3;ACTG1;ACTR3;NFKBIA;PIK3CB;PIK3CA;TRADD;BRK1;LY96;CASP7;DYNC2LI1;CDC42;VPS41;DCTN2;PIK3CG;MAPK9;MAPK8;CYTH2;CYTH1	1	KEGG_2021_Human
Phagosome	50/152	1.68508392148668e-10	1.92457727768995e-08	3.32975357398554	74.9328928427986	TAP2;TAP1;DYNC1LI1;ATP6V0D1;STX18;STX12;ACTB;TUBB6;TUBB3;STX7;HLA-DOB;RILP;HLA-DOA;ATP6V0B;HLA-DRB5;M6PR;RAB5A;RAB5B;VAMP3;HLA-DRB1;ATP6V1D;ACTG1;ATP6V1H;ATP6V0A2;SFTPD;TUBB;TUBB2A;TUBB2B;PIKFYVE;HLA-DQB1;HLA-DRA;RAB7A;RAB7B;RAB5C;CLEC7A;SEC61B;HLA-DQA2;DYNC1I1;HLA-DQA1;ATP6V0E1;HLA-DPB1;HLA-DMB;TUBA1C;TUBA1B;MRC2;HLA-DPA1;NOS1;RAC1;HLA-DMA;SCARB1	2	KEGG_2021_Human
Toxoplasmosis	41/112	1.82713032692083e-10	1.92457727768995e-08	3.91573541404924	87.8029436836446	MAPK11;HSPA1A;PPIF;ALOX5;HLA-DOB;HLA-DOA;HLA-DRB5;NFKB1;MYD88;TRAF6;BIRC2;BIRC3;HLA-DRB1;IL12B;HSPA6;TYK2;NFKBIA;GNAO1;HLA-DQB1;HLA-DRA;CD40;PIK3R5;LY96;PIK3R6;CASP9;CIITA;HLA-DQA2;HLA-DQA1;IFNGR1;IFNGR2;PDPK1;HLA-DPB1;GNAI1;GNAI2;PIK3CG;HLA-DMB;MAPK9;MAPK8;HLA-DPA1;HLA-DMA;JAK2	3	KEGG_2021_Human
Tuberculosis	55/180	4.90163423228173e-10	3.87229104350256e-08	2.99068450039339	64.1091571119141	CD74;MAPK11;RFX5;CALM2;ATP6V0D1;HLA-DOB;HLA-DOA;ATP6V0B;HLA-DRB5;NFKB1;MYD88;RFXAP;TRAF6;RAB5A;RAB5B;HLA-DRB1;PPP3R1;CYP27B1;IL12B;ATP6V1H;ATP6V0A2;RHOA;VDR;CARD9;IL18;HLA-DQB1;HLA-DRA;RAB7A;RAB5C;TRADD;CASP9;CLEC7A;IRAK2;RIPK2;CIITA;HLA-DQA2;HLA-DQA1;IFNGR1;IFNGR2;NFYC;SYK;HLA-DPB1;CAMK2D;SRC;LSP1;CEBPG;MALT1;HLA-DMB;MAPK9;MAPK8;MRC2;HLA-DPA1;BID;HLA-DMA;JAK2	4	KEGG_2021_Human
Intestinal immune network for IgA production	22/48	2.62213156916594e-08	1.65718715171287e-06	5.71014189693801	99.6801951144514	HLA-DRB5;IL15;TNFSF13;LTBR;HLA-DQB1;HLA-DRA;HLA-DPB1;MAP3K14;HLA-DRB1;CD86;CD40;PIGR;CD80;TNFSF13B;HLA-DMB;HLA-DPA1;HLA-DOB;HLA-DMA;HLA-DQA2;HLA-DOA;HLA-DQA1;ICOSLG	5	KEGG_2021_Human
Pathogenic Escherichia coli infection	54/197	4.68048066780514e-08	2.46505315171071e-06	2.56302093502251	43.2568217932349	IL1R1;MAPK11;CLDN1;ACTB;NCKAP1L;LPAR1;RHOA;TUBB;IL18;TUBB2A;TUBB2B;ARHGEF2;ARPC1B;ARF6;WASL;TUBA1C;TUBA1B;RAC1;SEC24D;PYCARD;PAK1;TUBB6;TUBB3;MYH11;PAK3;ARPC5;TNFRSF10B;TRAF2;NFKB1;MYD88;ARPC3;ARPC4;ARPC2;TRAF6;ACTG1;ABL1;ACTR3;BAIAP2;NFKBIA;TRADD;BRK1;CASP9;CASP7;CDC42;MYO1C;MYO1D;MYO1G;SRC;MAPK9;MAPK8;GNA12;GNA13;CYTH2;CYTH1	6	KEGG_2021_Human
Viral myocarditis	24/60	1.52620487756235e-07	6.31168362303303e-06	4.49980567431014	70.625851609186	HLA-DQB1;HLA-DRA;CD86;CD40;CD80;ACTB;CASP9;CCND1;HLA-DOB;HLA-DQA2;HLA-DOA;HLA-DQA1;HLA-DRB5;HLA-DPB1;HLA-DRB1;ACTG1;ICAM1;HLA-DMB;HLA-DPA1;RAC1;ABL1;DMD;BID;HLA-DMA	7	KEGG_2021_Human
Bacterial invasion of epithelial cells	28/77	1.59789458810963e-07	6.31168362303303e-06	3.86009008508035	60.4081276330622	ACTR3;RHOA;GAB1;RHOG;DNM1;PIK3CB;PIK3CA;ELMO1;DOCK1;ILK;ARPC1B;CLTB;ACTB;CDH1;ARPC5;CDC42;PTK2;ARHGAP10;ARPC3;ARPC4;ARPC2;CRK;SRC;ACTG1;WASL;CBL;CTNNA1;RAC1	8	KEGG_2021_Human
Shigellosis	60/246	7.51019732655381e-07	2.60867129679953e-05	2.18914898216079	30.8710153514517	FNBP1;IL1R1;ACTN1;MAPK11;MYL5;RRAGC;PLCD1;MYL9;PFN1;TP53;FNBP1L;ACTB;CAPNS1;GABARAPL2;PRKCE;PTK2;MYLPF;GABARAP;RHOA;IL18;ARHGEF2;ARPC1B;RIPK2;PLCB2;PLCB3;ARF6;WASL;RAC1;RBX1;ELMO1;SQSTM1;UBE2D4;PYCARD;ARPC5;TRAF2;NFKB1;MYD88;ARPC3;ARPC4;ARPC2;TRAF6;ACTG1;ACTR3;NFKBIA;PIK3CB;PIK3CA;AKT1S1;DOCK1;ILK;TRADD;CDC42;CRK;VDAC1;UBA52;SRC;MALT1;MAPK9;MAPK8;CYTH2;CYTH1	9	KEGG_2021_Human
Antigen processing and presentation	27/78	8.25528891392256e-07	2.60867129679953e-05	3.57445639734493	50.0682742588469	CD74;HSPA6;TAP2;TAP1;TAPBP;CD4;RFX5;HLA-DQB1;HLA-DRA;HSPA1A;HLA-DOB;CIITA;HLA-DQA2;HLA-DOA;HLA-DQA1;PDIA3;HLA-DRB5;NFYC;RFXAP;LGMN;PSME2;HLA-DPB1;HLA-DRB1;IFI30;HLA-DMB;HLA-DPA1;HLA-DMA	10	KEGG_2021_Human
Fc gamma R-mediated phagocytosis	31/97	9.69194151528503e-07	2.7842304716637e-05	3.17347481045844	43.9424738055749	GSN;MARCKS;ASAP2;PAK1;ASAP1;CFL1;MAP2K1;PRKCE;ARPC5;VASP;ARPC3;ARPC4;ARPC2;PLPP3;ACTR3;LYN;GAB2;VAV2;VAV3;PIK3CB;PIK3CA;DOCK1;ARPC1B;PLD2;MARCKSL1;SYK;HCK;CDC42;CRK;ARF6;RAC1	11	KEGG_2021_Human
